class,filename,width,height,ratio
airplane,airplane_0178.jpg,284,84,3.380952380952381
airplane,airplane_0179.jpg,278,119,2.3361344537815127
airplane,airplane_0180.jpg,302,71,4.253521126760563
airplane,airplane_0181.jpg,296,86,3.441860465116279
airplane,airplane_0182.jpg,287,87,3.2988505747126435
airplane,airplane_0183.jpg,271,55,4.927272727272728
airplane,airplane_0184.jpg,276,94,2.9361702127659575
airplane,airplane_0185.jpg,276,85,3.2470588235294118
airplane,airplane_0186.jpg,290,120,2.4166666666666665
airplane,airplane_0187.jpg,282,87,3.2413793103448274
airplane,airplane_0188.jpg,306,72,4.25
airplane,airplane_0189.jpg,271,130,2.0846153846153848
airplane,airplane_0190.jpg,224,331,0.676737160120846
airplane,airplane_0191.jpg,254,106,2.3962264150943398
airplane,airplane_0192.jpg,297,72,4.125
airplane,airplane_0193.jpg,238,207,1.1497584541062802
airplane,airplane_0194.jpg,263,118,2.2288135593220337
airplane,airplane_0195.jpg,281,97,2.8969072164948453
airplane,airplane_0196.jpg,267,100,2.67
airplane,airplane_0197.jpg,289,90,3.2111111111111112
airplane,airplane_0198.jpg,289,85,3.4
airplane,airplane_0199.jpg,304,90,3.3777777777777778
airplane,airplane_0200.jpg,301,105,2.8666666666666667
airplane,airplane_0201.jpg,293,97,3.020618556701031
airplane,airplane_0202.jpg,288,57,5.052631578947368
airplane,airplane_0203.jpg,283,82,3.451219512195122
airplane,airplane_0204.jpg,296,123,2.4065040650406506
airplane,airplane_0205.jpg,292,113,2.584070796460177
airplane,airplane_0206.jpg,295,104,2.8365384615384617
airplane,airplane_0207.jpg,295,99,2.9797979797979797
airplane,airplane_0208.jpg,298,105,2.8380952380952382
airplane,airplane_0209.jpg,304,78,3.8974358974358974
airplane,airplane_0210.jpg,292,64,4.5625
airplane,airplane_0211.jpg,291,96,3.03125
airplane,airplane_0212.jpg,283,97,2.917525773195876
airplane,airplane_0213.jpg,301,82,3.6707317073170733
airplane,airplane_0214.jpg,274,84,3.261904761904762
airplane,airplane_0215.jpg,301,86,3.5
airplane,airplane_0216.jpg,286,109,2.623853211009174
airplane,airplane_0217.jpg,305,97,3.1443298969072164
airplane,airplane_0218.jpg,288,100,2.88
airplane,airplane_0219.jpg,288,86,3.3488372093023258
airplane,airplane_0220.jpg,294,90,3.2666666666666666
airplane,airplane_0221.jpg,296,102,2.9019607843137254
airplane,airplane_0222.jpg,289,110,2.6272727272727274
airplane,airplane_0223.jpg,293,104,2.8173076923076925
airplane,airplane_0224.jpg,295,103,2.8640776699029127
airplane,airplane_0225.jpg,306,84,3.642857142857143
airplane,airplane_0226.jpg,285,106,2.688679245283019
airplane,airplane_0227.jpg,302,85,3.552941176470588
airplane,airplane_0228.jpg,293,107,2.7383177570093458
airplane,airplane_0229.jpg,295,89,3.3146067415730336
airplane,airplane_0230.jpg,285,105,2.7142857142857144
airplane,airplane_0231.jpg,287,110,2.609090909090909
airplane,airplane_0232.jpg,296,97,3.051546391752577
airplane,airplane_0233.jpg,316,121,2.6115702479338845
airplane,airplane_0234.jpg,336,114,2.9473684210526314
airplane,airplane_0235.jpg,286,75,3.8133333333333335
airplane,airplane_0236.jpg,296,76,3.8947368421052633
airplane,airplane_0237.jpg,307,88,3.4886363636363638
airplane,airplane_0238.jpg,292,88,3.3181818181818183
airplane,airplane_0239.jpg,303,94,3.223404255319149
airplane,airplane_0240.jpg,290,97,2.9896907216494846
airplane,airplane_0241.jpg,283,85,3.3294117647058825
airplane,airplane_0242.jpg,311,126,2.4682539682539684
airplane,airplane_0243.jpg,302,73,4.136986301369863
airplane,airplane_0244.jpg,309,77,4.012987012987013
airplane,airplane_0245.jpg,310,117,2.6495726495726495
airplane,airplane_0246.jpg,310,87,3.5632183908045976
airplane,airplane_0247.jpg,302,107,2.822429906542056
airplane,airplane_0248.jpg,301,95,3.168421052631579
airplane,airplane_0249.jpg,281,104,2.701923076923077
airplane,airplane_0250.jpg,288,72,4.0
airplane,airplane_0251.jpg,280,107,2.616822429906542
airplane,airplane_0252.jpg,297,100,2.97
airplane,airplane_0253.jpg,307,118,2.6016949152542375
airplane,airplane_0254.jpg,310,86,3.604651162790698
airplane,airplane_0255.jpg,293,85,3.447058823529412
airplane,airplane_0256.jpg,307,98,3.13265306122449
airplane,airplane_0257.jpg,302,90,3.3555555555555556
airplane,airplane_0258.jpg,287,103,2.7864077669902914
airplane,airplane_0259.jpg,283,114,2.482456140350877
airplane,airplane_0260.jpg,302,99,3.0505050505050506
airplane,airplane_0261.jpg,293,87,3.367816091954023
airplane,airplane_0262.jpg,301,87,3.4597701149425286
airplane,airplane_0263.jpg,319,87,3.6666666666666665
airplane,airplane_0264.jpg,295,90,3.2777777777777777
airplane,airplane_0265.jpg,293,102,2.872549019607843
airplane,airplane_0266.jpg,293,79,3.7088607594936707
airplane,airplane_0267.jpg,297,77,3.857142857142857
airplane,airplane_0268.jpg,288,61,4.721311475409836
airplane,airplane_0269.jpg,311,93,3.3440860215053765
airplane,airplane_0270.jpg,290,83,3.4939759036144578
airplane,airplane_0271.jpg,312,124,2.5161290322580645
airplane,airplane_0272.jpg,334,90,3.7111111111111112
airplane,airplane_0273.jpg,303,96,3.15625
airplane,airplane_0274.jpg,295,101,2.9207920792079207
airplane,airplane_0275.jpg,294,85,3.458823529411765
airplane,airplane_0276.jpg,288,79,3.6455696202531644
airplane,airplane_0277.jpg,294,88,3.340909090909091
airplane,airplane_0278.jpg,282,92,3.0652173913043477
airplane,airplane_0279.jpg,278,80,3.475
airplane,airplane_0280.jpg,293,111,2.6396396396396398
airplane,airplane_0281.jpg,283,111,2.5495495495495497
airplane,airplane_0282.jpg,313,94,3.3297872340425534
airplane,airplane_0283.jpg,289,83,3.4819277108433737
airplane,airplane_0284.jpg,285,72,3.9583333333333335
airplane,airplane_0285.jpg,292,100,2.92
airplane,airplane_0286.jpg,291,93,3.129032258064516
airplane,airplane_0287.jpg,297,82,3.6219512195121952
airplane,airplane_0288.jpg,287,105,2.7333333333333334
airplane,airplane_0289.jpg,292,87,3.3563218390804597
airplane,airplane_0290.jpg,298,90,3.311111111111111
airplane,airplane_0291.jpg,291,102,2.8529411764705883
airplane,airplane_0292.jpg,292,77,3.792207792207792
airplane,airplane_0293.jpg,338,99,3.414141414141414
airplane,airplane_0294.jpg,313,87,3.5977011494252875
airplane,airplane_0295.jpg,273,77,3.5454545454545454
airplane,airplane_0296.jpg,270,103,2.621359223300971
airplane,airplane_0297.jpg,302,61,4.950819672131147
airplane,airplane_0298.jpg,288,102,2.823529411764706
airplane,airplane_0299.jpg,306,87,3.5172413793103448
airplane,airplane_0300.jpg,282,75,3.76
airplane,airplane_0301.jpg,312,80,3.9
airplane,airplane_0302.jpg,301,84,3.5833333333333335
airplane,airplane_0303.jpg,298,104,2.8653846153846154
airplane,airplane_0304.jpg,282,85,3.3176470588235296
airplane,airplane_0305.jpg,297,105,2.8285714285714287
airplane,airplane_0306.jpg,295,106,2.7830188679245285
airplane,airplane_0307.jpg,291,81,3.5925925925925926
airplane,airplane_0308.jpg,301,85,3.541176470588235
airplane,airplane_0309.jpg,293,87,3.367816091954023
airplane,airplane_0310.jpg,291,111,2.6216216216216215
airplane,airplane_0311.jpg,300,83,3.6144578313253013
airplane,airplane_0312.jpg,282,109,2.5871559633027523
airplane,airplane_0313.jpg,263,116,2.2672413793103448
airplane,airplane_0314.jpg,290,100,2.9
airplane,airplane_0315.jpg,294,76,3.8684210526315788
airplane,airplane_0316.jpg,299,89,3.359550561797753
airplane,airplane_0317.jpg,299,84,3.5595238095238093
airplane,airplane_0318.jpg,302,75,4.026666666666666
airplane,airplane_0319.jpg,289,107,2.7009345794392523
airplane,airplane_0320.jpg,305,115,2.652173913043478
airplane,airplane_0321.jpg,310,101,3.0693069306930694
airplane,airplane_0322.jpg,314,105,2.9904761904761905
airplane,airplane_0323.jpg,315,94,3.351063829787234
airplane,airplane_0324.jpg,308,95,3.2421052631578946
airplane,airplane_0325.jpg,298,100,2.98
airplane,airplane_0326.jpg,300,98,3.061224489795918
airplane,airplane_0327.jpg,297,70,4.242857142857143
airplane,airplane_0328.jpg,289,77,3.7532467532467533
airplane,airplane_0329.jpg,297,108,2.75
airplane,airplane_0330.jpg,299,96,3.1145833333333335
airplane,airplane_0331.jpg,304,102,2.980392156862745
airplane,airplane_0332.jpg,327,122,2.680327868852459
airplane,airplane_0333.jpg,303,118,2.5677966101694913
airplane,airplane_0334.jpg,265,91,2.912087912087912
airplane,airplane_0335.jpg,286,88,3.25
airplane,airplane_0336.jpg,292,95,3.0736842105263156
airplane,airplane_0337.jpg,298,86,3.4651162790697674
airplane,airplane_0338.jpg,299,65,4.6
airplane,airplane_0339.jpg,316,104,3.0384615384615383
airplane,airplane_0340.jpg,303,70,4.328571428571428
airplane,airplane_0341.jpg,307,87,3.528735632183908
airplane,airplane_0342.jpg,292,100,2.92
airplane,airplane_0343.jpg,301,93,3.236559139784946
airplane,airplane_0344.jpg,309,99,3.121212121212121
airplane,airplane_0345.jpg,292,109,2.6788990825688073
airplane,airplane_0346.jpg,282,86,3.2790697674418605
airplane,airplane_0347.jpg,275,104,2.644230769230769
airplane,airplane_0348.jpg,305,114,2.675438596491228
airplane,airplane_0349.jpg,296,76,3.8947368421052633
airplane,airplane_0350.jpg,295,110,2.6818181818181817
airplane,airplane_0351.jpg,298,63,4.73015873015873
airplane,airplane_0352.jpg,288,56,5.142857142857143
airplane,airplane_0353.jpg,280,102,2.7450980392156863
airplane,airplane_0354.jpg,301,64,4.703125
airplane,airplane_0355.jpg,302,78,3.871794871794872
airplane,airplane_0356.jpg,292,62,4.709677419354839
airplane,airplane_0357.jpg,304,57,5.333333333333333
airplane,airplane_0358.jpg,304,117,2.5982905982905984
airplane,airplane_0359.jpg,383,110,3.481818181818182
airplane,airplane_0360.jpg,306,69,4.434782608695652
airplane,airplane_0361.jpg,294,66,4.454545454545454
airplane,airplane_0362.jpg,286,76,3.763157894736842
airplane,airplane_0363.jpg,309,77,4.012987012987013
airplane,airplane_0364.jpg,303,79,3.8354430379746836
airplane,airplane_0365.jpg,302,81,3.728395061728395
airplane,airplane_0366.jpg,297,80,3.7125
airplane,airplane_0367.jpg,301,61,4.934426229508197
airplane,airplane_0368.jpg,293,60,4.883333333333334
airplane,airplane_0369.jpg,300,91,3.2967032967032965
airplane,airplane_0370.jpg,307,67,4.582089552238806
airplane,airplane_0371.jpg,294,96,3.0625
airplane,airplane_0372.jpg,299,73,4.095890410958904
airplane,airplane_0373.jpg,306,91,3.3626373626373627
airplane,airplane_0374.jpg,369,66,5.590909090909091
airplane,airplane_0375.jpg,247,145,1.703448275862069
airplane,airplane_0376.jpg,313,95,3.294736842105263
airplane,airplane_0377.jpg,295,67,4.402985074626866
airplane,airplane_0378.jpg,310,108,2.8703703703703702
airplane,airplane_0379.jpg,291,86,3.383720930232558
airplane,airplane_0380.jpg,304,94,3.234042553191489
airplane,airplane_0381.jpg,308,83,3.710843373493976
airplane,airplane_0382.jpg,309,108,2.861111111111111
airplane,airplane_0383.jpg,320,77,4.1558441558441555
airplane,airplane_0384.jpg,304,109,2.7889908256880735
airplane,airplane_0385.jpg,300,95,3.1578947368421053
airplane,airplane_0386.jpg,324,98,3.306122448979592
airplane,airplane_0387.jpg,306,67,4.567164179104478
airplane,airplane_0388.jpg,303,74,4.094594594594595
airplane,airplane_0389.jpg,300,87,3.4482758620689653
airplane,airplane_0390.jpg,316,109,2.8990825688073394
airplane,airplane_0391.jpg,331,94,3.521276595744681
airplane,airplane_0392.jpg,278,106,2.6226415094339623
airplane,airplane_0393.jpg,304,99,3.0707070707070705
airplane,airplane_0394.jpg,308,112,2.75
airplane,airplane_0395.jpg,314,91,3.4505494505494507
airplane,airplane_0396.jpg,291,111,2.6216216216216215
airplane,airplane_0397.jpg,290,74,3.918918918918919
airplane,airplane_0398.jpg,304,92,3.3043478260869565
airplane,airplane_0399.jpg,307,62,4.951612903225806
airplane,airplane_0400.jpg,296,96,3.0833333333333335
airplane,airplane_0401.jpg,265,88,3.0113636363636362
airplane,airplane_0402.jpg,277,70,3.9571428571428573
airplane,airplane_0403.jpg,319,105,3.038095238095238
airplane,airplane_0404.jpg,271,109,2.4862385321100917
airplane,airplane_0405.jpg,292,80,3.65
airplane,airplane_0406.jpg,323,94,3.4361702127659575
airplane,airplane_0407.jpg,276,105,2.6285714285714286
airplane,airplane_0408.jpg,289,109,2.6513761467889907
airplane,airplane_0409.jpg,294,117,2.5128205128205128
airplane,airplane_0410.jpg,289,64,4.515625
airplane,airplane_0411.jpg,308,107,2.878504672897196
airplane,airplane_0412.jpg,284,64,4.4375
airplane,airplane_0413.jpg,295,94,3.1382978723404253
airplane,airplane_0414.jpg,295,105,2.8095238095238093
airplane,airplane_0415.jpg,299,103,2.9029126213592233
airplane,airplane_0416.jpg,290,104,2.7884615384615383
airplane,airplane_0417.jpg,289,96,3.0104166666666665
airplane,airplane_0418.jpg,296,80,3.7
airplane,airplane_0419.jpg,313,56,5.589285714285714
airplane,airplane_0420.jpg,298,105,2.8380952380952382
airplane,airplane_0421.jpg,290,112,2.5892857142857144
airplane,airplane_0422.jpg,311,106,2.9339622641509435
airplane,airplane_0423.jpg,290,83,3.4939759036144578
airplane,airplane_0424.jpg,301,91,3.3076923076923075
airplane,airplane_0425.jpg,282,112,2.517857142857143
airplane,airplane_0426.jpg,316,86,3.6744186046511627
airplane,airplane_0427.jpg,304,104,2.923076923076923
airplane,airplane_0428.jpg,296,95,3.1157894736842104
airplane,airplane_0429.jpg,299,92,3.25
airplane,airplane_0430.jpg,315,81,3.888888888888889
airplane,airplane_0431.jpg,287,83,3.4578313253012047
airplane,airplane_0432.jpg,291,89,3.269662921348315
airplane,airplane_0433.jpg,295,83,3.5542168674698793
airplane,airplane_0434.jpg,291,105,2.7714285714285714
airplane,airplane_0435.jpg,302,95,3.1789473684210527
airplane,airplane_0436.jpg,299,94,3.1808510638297873
airplane,airplane_0437.jpg,291,108,2.6944444444444446
airplane,airplane_0438.jpg,304,112,2.7142857142857144
airplane,airplane_0439.jpg,289,89,3.247191011235955
airplane,airplane_0440.jpg,300,63,4.761904761904762
airplane,airplane_0441.jpg,297,81,3.6666666666666665
airplane,airplane_0442.jpg,299,87,3.4367816091954024
airplane,airplane_0443.jpg,311,89,3.49438202247191
airplane,airplane_0444.jpg,303,79,3.8354430379746836
airplane,airplane_0445.jpg,295,90,3.2777777777777777
airplane,airplane_0446.jpg,295,85,3.4705882352941178
airplane,airplane_0447.jpg,288,102,2.823529411764706
airplane,airplane_0448.jpg,291,93,3.129032258064516
airplane,airplane_0449.jpg,298,97,3.0721649484536084
airplane,airplane_0450.jpg,302,106,2.849056603773585
airplane,airplane_0451.jpg,305,86,3.546511627906977
airplane,airplane_0452.jpg,308,89,3.460674157303371
airplane,airplane_0453.jpg,316,98,3.2244897959183674
airplane,airplane_0454.jpg,284,95,2.9894736842105263
airplane,airplane_0455.jpg,303,100,3.03
airplane,airplane_0456.jpg,298,104,2.8653846153846154
airplane,airplane_0457.jpg,301,100,3.01
airplane,airplane_0458.jpg,294,89,3.303370786516854
airplane,airplane_0459.jpg,287,97,2.9587628865979383
airplane,airplane_0460.jpg,286,80,3.575
airplane,airplane_0461.jpg,292,109,2.6788990825688073
airplane,airplane_0462.jpg,302,93,3.247311827956989
airplane,airplane_0463.jpg,298,98,3.0408163265306123
airplane,airplane_0464.jpg,290,93,3.118279569892473
airplane,airplane_0465.jpg,291,98,2.9693877551020407
airplane,airplane_0466.jpg,279,119,2.3445378151260505
airplane,airplane_0467.jpg,311,106,2.9339622641509435
airplane,airplane_0468.jpg,303,76,3.986842105263158
airplane,airplane_0469.jpg,292,88,3.3181818181818183
airplane,airplane_0470.jpg,299,82,3.6463414634146343
airplane,airplane_0471.jpg,313,86,3.63953488372093
airplane,airplane_0472.jpg,307,84,3.6547619047619047
airplane,airplane_0473.jpg,306,95,3.221052631578947
airplane,airplane_0474.jpg,305,73,4.178082191780822
airplane,airplane_0475.jpg,339,91,3.7252747252747254
airplane,airplane_0476.jpg,280,84,3.3333333333333335
airplane,airplane_0477.jpg,307,74,4.148648648648648
airplane,airplane_0478.jpg,309,76,4.065789473684211
airplane,airplane_0479.jpg,294,158,1.860759493670886
airplane,airplane_0480.jpg,268,100,2.68
airplane,airplane_0481.jpg,326,112,2.9107142857142856
airplane,airplane_0482.jpg,312,106,2.943396226415094
airplane,airplane_0483.jpg,308,97,3.1752577319587627
airplane,airplane_0484.jpg,264,86,3.0697674418604652
airplane,airplane_0485.jpg,304,95,3.2
airplane,airplane_0486.jpg,311,112,2.7767857142857144
airplane,airplane_0487.jpg,307,94,3.265957446808511
airplane,airplane_0488.jpg,301,124,2.4274193548387095
airplane,airplane_0489.jpg,293,82,3.573170731707317
airplane,airplane_0490.jpg,287,130,2.207692307692308
airplane,airplane_0491.jpg,305,74,4.121621621621622
airplane,airplane_0492.jpg,296,79,3.7468354430379747
airplane,airplane_0493.jpg,293,84,3.488095238095238
airplane,airplane_0494.jpg,292,129,2.2635658914728682
airplane,airplane_0495.jpg,289,144,2.0069444444444446
airplane,airplane_0496.jpg,292,136,2.1470588235294117
airplane,airplane_0497.jpg,291,80,3.6375
airplane,airplane_0498.jpg,293,85,3.447058823529412
airplane,airplane_0499.jpg,294,86,3.4186046511627906
airplane,airplane_0500.jpg,293,99,2.95959595959596
airplane,airplane_0501.jpg,295,84,3.511904761904762
airplane,airplane_0502.jpg,302,80,3.775
airplane,airplane_0503.jpg,299,93,3.21505376344086
airplane,airplane_0504.jpg,299,120,2.4916666666666667
airplane,airplane_0505.jpg,307,56,5.482142857142857
airplane,airplane_0506.jpg,303,84,3.607142857142857
airplane,airplane_0507.jpg,288,69,4.173913043478261
airplane,airplane_0508.jpg,296,81,3.654320987654321
airplane,airplane_0509.jpg,298,89,3.348314606741573
airplane,airplane_0510.jpg,293,71,4.126760563380282
airplane,airplane_0511.jpg,296,96,3.0833333333333335
airplane,airplane_0512.jpg,298,99,3.01010101010101
airplane,airplane_0513.jpg,293,81,3.617283950617284
airplane,airplane_0514.jpg,293,89,3.292134831460674
